FC,Significance,GeneNames,Color
-1.37248586051606,2.63232756279099,,#FFC20A
-1.37248586051606,2.63232756279099,,#FFC20A
1.84810683874127,2.15333317602501,,#5D3a9B
1.84810683874127,2.15333317602501,,#5D3a9B
1.84810683874127,2.15333317602501,,#5D3a9B
0.38263289837077,3.61804204937777,,#d3d3d3
-1.31584419336862,2.68318359130654,,#FFC20A
2.31221264633419,1.6849342364009,,#5D3a9B
2.34324911446468,1.65364533837231,,#5D3a9B
-1.84678443173301,2.14850502820369,,#FFC20A
2.22453451105626,1.77025675720942,,#5D3a9B
-0.892690635037546,3.10135172283061,,#FFC20A
1.68820244674932,2.30502752963235,,#5D3a9B
-2.30827083453526,1.68318626014107,,#FFC20A
1.84810683874127,2.14100403775574,,#5D3a9B
-1.65092761359769,2.32971679620947,,#FFC20A
2.15040370394411,1.82946879702511,,#5D3a9B
-0.892779102652765,3.07944273427219,,#FFC20A
-2.49567869334397,1.47518104453984,,#FFC20A
-2.4261259232431,1.54339222466562,,#FFC20A
-1.51083169360901,2.45750784070205,,#FFC20A
2.09376203679667,1.87449636566711,,#5D3a9B
2.09376203679667,1.87449636566711,,#5D3a9B
1.5882258759905,2.37593959119272,,#5D3a9B
-2.90435577548962,1.05840043022441,,#d3d3d3
-1.55033545277886,2.40575245849887,,#FFC20A
2.42709537013001,1.52684702177153,,#5D3a9B
1.90474850588871,2.04297279787386,,#5D3a9B
-1.51828763128516,2.42937249565231,,#FFC20A
2.15040370394411,1.796084816367,,#5D3a9B
-1.36268287443561,2.58338978821614,,#FFC20A
1.95541620370372,1.99032950560797,,#5D3a9B
1.95541620370372,1.99032950560797,,#5D3a9B
1.95541620370372,1.99032950560797,,#5D3a9B
1.95541620370372,1.99032950560797,,#5D3a9B
1.95541620370372,1.99032950560797,,#5D3a9B
1.95541620370372,1.99032950560797,,#5D3a9B
-1.66424158904174,2.27888687245011,,#FFC20A
1.40851451948767,2.53384564014431,,#5D3a9B
1.51388212730849,2.42280700872676,,#5D3a9B
2.20107140175913,1.73467305109301,,#5D3a9B
2.28874953703706,1.64385014392049,,#5D3a9B
-2.33821559198814,1.59415899856876,,#FFC20A
2.04309433898166,1.889101367382,,#5D3a9B
2.04309433898166,1.889101367382,,#5D3a9B
-2.08579594756422,1.84624957394158,,#FFC20A
-2.48616483312775,1.44413538090089,,#FFC20A
1.58890431252009,2.33994298783123,,#5D3a9B
-1.1913818098526,2.72562697470218,,#FFC20A
-1.86251214812833,2.05417979916882,,#FFC20A
1.84810683874127,2.06645301067835,,#5D3a9B
1.84810683874127,2.06645301067835,,#5D3a9B
-1.00967570324574,2.90155047323681,,#FFC20A
-1.04047895573721,2.86387393830528,,#FFC20A
2.27520220887128,1.62279721975572,,#5D3a9B
1.34894028558433,2.5469749719355,,#5D3a9B
-1.53429480290614,2.35884367124167,,#FFC20A
-1.80017930986124,2.09149555664757,,#FFC20A
0.635644076355162,3.25572494315842,,#5D3a9B
2.45055847942714,1.43887282118984,,#5D3a9B
-1.30426016351726,2.57492726033966,,#FFC20A
-1.9029670989631,1.9759000587437,,#FFC20A
-2.27381837303415,1.60223049286014,,#FFC20A
2.3939168122797,1.47736649338497,,#5D3a9B
-1.41082557594296,2.45797467802605,,#FFC20A
1.8715699480384,1.99540912816974,,#5D3a9B
0.867738068425791,2.99521534941606,,#5D3a9B
1.98645267183422,1.87339109862576,,#5D3a9B
2.01731364280393,1.83955676970868,,#5D3a9B
-1.60123362709302,2.25530688393404,,#FFC20A
1.23428881851188,2.61376158393191,,#5D3a9B
-1.72330833381411,2.12467007681598,,#FFC20A
-1.67833180711874,2.16809062233562,,#FFC20A
1.55935730170421,2.28432415659521,,#5D3a9B
1.67275056818541,2.1708401218765,,#5D3a9B
-1.28266563551832,2.55946935894223,,#FFC20A
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.51477350540794,2.3222174194306,,#5D3a9B
1.84810683874127,1.98259655267378,,#5D3a9B
